Number,Easting,Northing,Elevation,Code
638,480568.9669,1849517.588,364.4081,SP
639,480572.115,1849515.69,365.926,SP
640,480574.8756,1849513.054,366.7908,SP
641,480577.5683,1849510.461,367.9814,SP
642,480579.4782,1849509.363,368.6054,EOL
643,480582.0672,1849507.653,368.7667,SP
644,480583.6345,1849505.859,368.7934,SP
645,480580.752,1849503.805,368.5104,SP
646,480574.7704,1849500.816,367.973,SP
647,480570.1533,1849496.789,367.9467,SP
648,480565.8061,1849493.99,367.6407,SP
649,480563.5213,1849492.42,367.4822,SP
650,480563.0343,1849494.606,367.5881,SP
651,480561.9087,1849496.413,367.6308,EOL
652,480560.7089,1849499.037,367.0514,SP
653,480560.2406,1849500.648,367.0682,SP
654,480558.9046,1849502.727,365.9117,SP
655,480557.7196,1849504.713,365.2732,SP
656,480556.2452,1849505.998,364.7617,SP
657,480536.2392,1849494.447,364.1216,SP
658,480537.8929,1849491.732,364.1804,SP
659,480539.1844,1849487.969,365.7896,SP
660,480540.167,1849485.515,366.5249,SP
661,480540.9213,1849484.382,366.3764,EOL
662,480541.551,1849482.149,366.3535,SP
663,480539.5858,1849480.145,366.0743,SP
664,480536.4946,1849479.012,365.9631,SP
665,480533.0497,1849477.854,365.6919,SP
666,480530.0858,1849477.039,365.4306,SP
667,480525.5862,1849475.687,364.854,SP
668,480522.2438,1849474.509,364.7912,SP
669,480518.4077,1849473.507,364.5141,SP
670,480517.3259,1849475.438,364.3308,EOL
671,480516.3085,1849477.56,364.2349,SP
672,480515.1263,1849480.371,364.1355,SP
673,480514.931,1849482.96,363.5949,SP
674,480514.602,1849484.66,363.1613,SP
675,480512.8834,1849487.287,362.5773,SP
676,480490.4836,1849481.146,361.0551,SP
677,480491.4797,1849478.379,361.5785,SP
678,480492.0338,1849475.94,361.8425,SP
679,480492.8124,1849473.368,362.4084,SP
680,480493.2928,1849469.473,362.2913,SP
681,480493.7623,1849467.818,362.5838,EOL
682,480494.5346,1849465.738,362.7144,SP
683,480491.9309,1849464.89,362.4832,SP
684,480488.8872,1849463.614,362.3509,SP
685,480483.3217,1849462.494,361.8741,SP
686,480479.8292,1849462.109,361.7476,SP
687,480477.4014,1849461.676,361.5519,SP
688,480473.5347,1849461.254,361.2953,SP
689,480470.5122,1849460.326,361.3886,SP
690,480469.9269,1849460.913,361.4937,EOL
691,480469.2042,1849462.412,361.2465,SP
692,480468.8522,1849465.524,361.1021,SP
693,480467.8257,1849467.459,360.641,SP
694,480467.2106,1849470.014,360.3032,SP
695,480466.733,1849472.75,359.9977,SP
696,480466.3836,1849475.164,359.5319,SP
697,480444.4956,1849470.124,359.1953,SP
698,480444.4333,1849467.592,359.5668,SP
699,480444.275,1849465.187,359.8112,SP
700,480444.8822,1849461.753,360.0788,SP
701,480445.3207,1849458.727,360.7567,EOL
702,480445.6214,1849456.674,360.7864,SP
703,480442.0482,1849456.908,360.7243,SP
704,480438.7434,1849456.291,360.6086,SP
705,480435.0675,1849456.017,360.4718,SP
706,480431.4758,1849455.517,360.3928,SP
707,480427.7571,1849455.426,360.3839,SP
708,480424.3188,1849454.723,360.2079,SP
709,480420.8171,1849454.857,360.1878,SP
710,480420.1885,1849455.959,359.9372,SP
711,480420.4644,1849458.494,359.5917,SP
712,480420.7348,1849461.712,358.9649,SP
713,480419.9079,1849464.267,358.5755,SP
714,480419.0364,1849466.483,358.1029,SP
715,480419.1121,1849469.776,357.4203,SP
716,480418.8661,1849472.174,357.1328,SP
717,480392.5706,1849456.865,359.5548,SP
718,480393.2605,1849459.508,358.5878,SP
719,480393.3034,1849463.023,358.0854,SP
720,480394.0098,1849468.244,357.4227,SP
721,480394.1071,1849469.821,357.0444,SP
722,480389.0804,1849457.757,358.8766,SP
723,480384.7896,1849457.795,358.1969,SP
724,480380.4566,1849458.014,359.2641,SP
725,480375.4969,1849459.21,359.31,SP
726,480371.6486,1849460.301,359.6403,SP
727,480372.0663,1849461.558,359.5435,SP
728,480373.1794,1849464.275,358.4119,SP
729,480373.076,1849468.04,357.603,SP
730,480373.1068,1849470.635,356.7029,SP
731,480347.463,1849469.703,358.2946,SP
732,480348.0006,1849470.849,357.5097,SP
733,480347.3057,1849467.267,358.5159,SP
734,480346.359,1849465.218,359.3785,EOL
735,480343.0795,1849466.021,359.288,SP
736,480338.4024,1849467.427,359.6145,SP
737,480334.2525,1849468.552,359.7629,SP
738,480329.677,1849469.806,360.144,SP
739,480324.9562,1849471.062,360.4703,SP
740,480321.1695,1849472.15,360.6496,SP
741,480321.4983,1849473.717,360.7316,SP
742,480324.3361,1849480.992,358.2068,SP
743,480324.9263,1849484.13,357.3889,SP
744,480326.531,1849487.961,356.478,SP
745,480327.5026,1849491.46,355.5242,SP
746,480299.7967,1849493.724,357.2366,SP
747,480299.2134,1849488.262,358.4349,SP
748,480299.1189,1849485.27,359.4257,SP
749,480298.4716,1849483.83,359.9426,SP
750,480286.3438,1849477.979,361.966,SP
751,480291.0159,1849477.08,361.8049,SP
752,480295.3969,1849476.446,361.6601,SP
753,480298.1568,1849476.244,361.5964,SP
754,480298.1817,1849478.011,361.647,EOL
755,480298.003,1849480.23,361.6077,SP
756,480283.2112,1849478.735,361.2931,SP
757,480278.4832,1849479.131,361.5002,SP
758,480273.7639,1849479.972,362.285,SP
759,480272.5082,1849480.166,362.3258,SP
760,480273.2659,1849481.779,362.3251,EOL
761,480273.0973,1849484.227,361.8543,SP
762,480274.1874,1849487.152,360.3627,SP
763,480274.5355,1849489.972,360.1413,SP
764,480274.7146,1849493.357,359.0941,SP
765,480250.299,1849497.5,358.7465,SP
766,480249.9447,1849494.102,359.6936,SP
767,480248.3587,1849491.404,360.1826,SP
768,480248.3572,1849488.943,360.8641,SP
769,480247.053,1849485.637,362.1103,SP
770,480248.0095,1849484.26,362.3998,EOL
771,480244.4372,1849484.11,362.4618,SP
772,480239.7442,1849484.863,362.4493,SP
773,480235.7665,1849485.358,362.6459,SP
774,480231.961,1849486.037,362.7594,SP
775,480228.2388,1849486.975,362.9064,SP
776,480224.7572,1849487.523,362.9302,SP
777,480222.8188,1849487.896,363.1943,SP
778,480223.7732,1849488.528,363.1209,EOL
779,480223.3233,1849489.902,363.2783,SP
780,480223.7647,1849492.129,362.9285,SP
781,480223.9968,1849492.512,362.8207,SP
782,480225.259,1849493.818,361.4862,SP
783,480225.3319,1849496.897,360.5324,SP
784,480225.391,1849498.57,360.1857,SP
785,480225.0676,1849500.229,359.8037,SP
786,480200.8037,1849507.568,363.8064,SP
787,480201.0353,1849505.093,364.3997,SP
788,480200.5901,1849501.856,364.9301,SP
789,480200.5521,1849498.743,365.4642,SP
790,480199.395,1849496.535,365.6429,SP
791,480199.7046,1849494.624,365.334,EOL
792,480199.5042,1849492.905,365.3105,SP
793,480196.9613,1849491.859,365.4843,SP
794,480193.3954,1849492.375,365.7998,SP
795,480190.7843,1849492.465,366.065,SP
796,480186.4029,1849492.984,366.2694,SP
797,480181.9367,1849494.063,366.3272,SP
798,480178.73,1849494.352,366.5713,SP
799,480175.4218,1849494.9,366.7908,SP
800,480173.8045,1849495.645,366.9136,SP
801,480173.784,1849497.415,366.8107,EOL
802,480174.1913,1849499.967,367.2844,SP
803,480175.3687,1849501.673,367.8205,SP
804,480175.9236,1849504.622,368.102,SP
805,480176.2689,1849507.169,368.2279,SP
806,480176.4832,1849509.927,368.2857,SP
807,480176.9141,1849511.727,368.2218,SP
808,480149.5672,1849511.301,371.3252,SP
809,480149.5116,1849508.681,370.9529,SP
810,480149.5462,1849506.147,370.5703,SP
811,480149.9654,1849503.161,369.4256,SP
812,480149.432,1849501.111,369.1204,EOL
813,480148.8358,1849498.889,369.2059,SP
814,480148.7716,1849497.09,369.2944,EOL
815,480145.5334,1849497.523,369.7318,SP
816,480141.675,1849497.706,370.0605,SP
817,480137.5385,1849498.214,370.532,SP
818,480134.7276,1849497.592,371.0306,SP
819,480130.1612,1849497.376,371.36,SP
820,480125.9281,1849497.096,371.5506,SP
821,480123.8668,1849496.739,371.6466,SP
822,480123.6991,1849498.086,371.8075,EOL
823,480123.6148,1849501.462,371.6955,EOL
824,480123.3456,1849503.672,372.125,SP
825,480122.8423,1849506.123,373.4322,SP
826,480122.7766,1849508.31,373.4749,SP
827,480122.2606,1849510.856,373.7636,SP
828,480122.1532,1849514.05,373.6454,SP
829,480121.4713,1849516.691,373.5642,SP
830,480096.7568,1849511.263,373.4813,SP
831,480097.9096,1849506.803,373.4261,SP
832,480097.6798,1849504.286,373.1586,SP
833,480098.0308,1849501.574,372.8242,SP
834,480099.2224,1849498.259,371.9117,EOL
835,480099.4279,1849495.448,371.7264,SP
836,480097.8906,1849492.649,371.5711,SP
837,480094.7096,1849492.182,371.4335,SP
838,480091.1564,1849491.344,371.1159,SP
839,480088.3778,1849490.464,370.9058,SP
840,480085.6948,1849489.448,370.7105,SP
841,480082.3212,1849488.481,370.6049,SP
842,480079.4879,1849487.379,370.4446,SP
843,480077.6117,1849486.38,370.2462,SP
844,480075.2892,1849485.857,370.144,SP
845,480075.0126,1849486.741,370.0708,SP
846,480074.7023,1849488.268,369.945,SP
847,480072.9427,1849491.141,370.5853,SP
848,480072.4655,1849493.642,370.6054,SP
849,480071.8774,1849495.657,370.7138,SP
850,480071.15,1849497.681,370.6374,SP
851,480069.9445,1849500.547,370.273,SP
852,480068.5993,1849502.633,370.0403,SP
853,480046.1505,1849491.526,367.7898,SP
854,480047.4359,1849488.582,368.3603,SP
855,480048.3043,1849486.638,368.6004,SP
856,480049.4939,1849484.028,368.6904,SP
857,480050.5767,1849481.216,368.6476,SP
858,480051.3591,1849479.478,367.9715,EOL
859,480052.2098,1849477.416,368.1089,SP
860,480050.4925,1849475.775,367.885,SP
861,480047.2485,1849474.607,367.7118,SP
862,480045.2849,1849473.707,367.4225,SP
863,480041.856,1849472.416,367.3551,SP
864,480039.529,1849471.541,367.0444,SP
865,480035.8983,1849470.087,367.0427,SP
866,480032.5464,1849468.672,366.8195,SP
867,480028.6385,1849466.996,366.5251,SP
868,480028.8152,1849469.691,366.5697,EOL
869,480027.9805,1849471.498,367.0803,SP
870,480025.5678,1849473.539,367.1437,SP
871,480024.8897,1849476.96,367.1783,SP
872,480023.9851,1849479.179,367.0302,SP
873,480022.3323,1849482.105,366.376,SP
874,480020.9765,1849484.889,365.693,SP
875,480019.6255,1849487.233,365.0665,SP
876,479999.5645,1849472.077,365.0821,SP
877,480001.5707,1849469.637,365.5579,SP
878,480002.1553,1849467.147,365.7348,SP
879,480003.6229,1849465.005,365.9697,SP
880,480004.3585,1849462.469,365.6252,SP
881,480005.0717,1849460.93,365.2124,EOL
882,480005.3113,1849458.599,365.1609,SP
883,480002.8594,1849456.584,365.0887,SP
884,479999.8628,1849455.636,364.9342,SP
885,479997.5708,1849454.927,364.6245,SP
886,479994.9915,1849454.107,364.4743,SP
887,479992.5366,1849453.147,364.3271,SP
888,479990.2775,1849452.225,364.1867,SP
889,479986.3871,1849451.096,364.1065,SP
890,479984.0645,1849449.933,363.7465,SP
891,479982.0635,1849449.422,363.7201,SP
892,479981.2357,1849451.236,363.6191,EOL
893,479980.7327,1849453.377,364.1203,SP
894,479979.2051,1849455.841,364.0924,SP
895,479978.4121,1849458.802,364.0861,SP
896,479977.5738,1849461.736,363.9944,SP
897,479976.5447,1849464.178,363.7528,SP
898,479954.0021,1849448.183,361.8352,SP
899,479955.7187,1849446.017,361.8837,SP
900,479956.6526,1849442.67,361.7187,SP
901,479958.0183,1849441.319,361.417,SP
902,479959.342,1849439.91,360.9207,EOL
903,479960.3625,1849438.735,361.1443,SP
904,479959.3605,1849436.931,360.6925,SP
905,479956.395,1849435.06,360.2341,SP
906,479954.5741,1849433.982,360.1332,SP
907,479951.6487,1849431.843,359.5573,SP
908,479949.2539,1849429.769,359.0831,SP
909,479946.4179,1849427.249,358.7072,SP
910,479943.875,1849425.337,358.2883,SP
911,479940.6237,1849423.562,357.8619,SP
912,479939.4225,1849423.78,357.6316,EOL
913,479938.1175,1849425.503,357.7427,SP
914,479936.5178,1849427.978,358.7754,SP
915,479934.3826,1849430.012,358.6725,SP
916,479933.2049,1849432.38,358.7143,SP
917,479931.497,1849435.968,358.6861,SP
918,479929.8669,1849437.861,358.7149,SP
919,479910.759,1849428.39,356.166,SP
920,479912.6833,1849426.284,356.0198,SP
921,479913.4029,1849423.802,355.8069,SP
922,479914.5121,1849421.117,355.6255,SP
923,479915.9042,1849418.258,355.2032,SP
924,479915.4669,1849415.941,354.5274,SP
925,479915.7979,1849414.713,354.1827,EOL
926,479916.1927,1849411.576,354.1728,SP
927,479913.4357,1849411.099,353.8247,SP
928,479910.2389,1849410.294,353.3173,SP
929,479906.8369,1849409.758,353.0793,SP
930,479902.2946,1849409.18,352.3685,SP
931,479899.2899,1849409.127,352.217,SP
932,479896.1739,1849409.325,351.9969,SP
933,479893.3458,1849408.822,351.6563,SP
934,479892.8011,1849411.026,351.8314,SP
935,479892.3602,1849413.351,352.8393,SP
936,479891.7747,1849416.058,352.8988,SP
937,479891.9099,1849419.526,353.1665,SP
938,479891.6654,1849422.012,353.3665,SP
939,479868.0265,1849419.038,350.6811,SP
940,479868.5265,1849416.863,350.794,SP
941,479867.8976,1849413.638,350.4914,SP
942,479867.9752,1849410.892,349.9638,SP
943,479867.9745,1849409.398,349.3521,EOL
944,479867.9566,1849407.325,349.3028,SP
945,479865.9439,1849406.911,349.3044,SP
946,479862.8259,1849407.11,348.8906,SP
947,479859.4448,1849407.326,348.6802,SP
948,479857.2355,1849407.533,348.3238,SP
949,479853.4744,1849407.823,348.3511,SP
950,479851.2333,1849408.161,348.0307,SP
951,479846.5146,1849406.854,347.8376,SP
952,479842.8863,1849408.002,347.5874,SP
953,479843.6211,1849410.445,347.8134,SP
954,479843.2486,1849413.571,347.9229,SP
955,479841.2584,1849419.862,348.7243,SP
956,479841.1245,1849416.216,348.6074,SP
957,479842.3449,1849413.333,347.7411,SP
958,479814.8591,1849408.243,346.1489,SP
959,479813.5088,1849410.093,346.2715,SP
960,479817.0105,1849404.943,345.8859,SP
961,479817.686,1849404.114,345.4658,SP
962,479793.038,1849395.426,341.3587,SP
963,479791.7173,1849397.054,341.2491,SP
964,479790.2334,1849399.347,341.3969,SP
965,479793.7256,1849392.827,340.9717,SP
966,479793.9769,1849390.616,340.7134,SP
967,479770.6857,1849385.857,337.02,SP
968,479771.7268,1849382.193,336.9326,SP
969,479773.4408,1849379.261,336.9905,SP
970,479774.7914,1849377.406,336.2018,EOL
971,479775.6853,1849374.924,336.1541,SP
972,479774.5906,1849372.767,335.9229,SP
973,479771.195,1849371.145,335.5034,SP
974,479768.2652,1849369.373,335.2565,SP
975,479766.2483,1849368.157,334.8181,SP
976,479764.0759,1849367.117,334.7497,SP
977,479760.6804,1849365.257,334.2555,SP
978,479758.1734,1849363.147,333.9002,SP
979,479755.1658,1849361.471,333.5907,SP
980,479753.8503,1849362.29,333.459,EOL
981,479752.3523,1849365.142,334.099,SP
982,479750.8511,1849367.105,334.2432,SP
983,479749.7249,1849368.219,334.0658,SP
984,479748.2116,1849370.962,333.7711,SP
985,479746.7016,1849373.348,333.5104,SP
986,479745.5309,1849374.996,333.2555,SP
987,479728.7618,1849352.33,331.5125,SP
988,479727.4395,1849354.487,331.2835,SP
989,479731.2131,1849349.668,331.8004,SP
990,479732.6225,1849348.316,331.7489,SP
991,479733.7084,1849346.892,331.1453,EOL
992,479735.544,1849345.267,331.3728,SP
993,479734.4145,1849342.881,330.9608,SP
994,479732.2319,1849340.694,330.7658,SP
995,479730.1188,1849338.281,330.3261,SP
996,479728.9471,1849336.474,330.2239,SP
997,479726.5821,1849334.043,329.7109,SP
998,479725.1942,1849332.498,329.2919,SP
999,479722.9534,1849329.5,328.9293,SP
1000,479720.5848,1849326.864,328.4954,SP
1001,479719.5961,1849326.749,328.3391,SP
1002,479718.3045,1849327.196,328.2628,EOL
1003,479716.0851,1849328.817,329.0013,SP
1004,479714.8865,1849330.141,329.0418,SP
1005,479712.8084,1849332.289,328.9791,SP
1006,479711.2722,1849333.517,328.8206,SP
1007,479709.5837,1849335.875,328.6379,SP
1008,479707.8136,1849336.658,328.2771,SP
1009,479695.8687,1849312.569,324.9715,SP
1010,479693.0245,1849313.961,323.4905,SP
1011,479698.684,1849310.386,325.3932,SP
1012,479700.5936,1849309.16,325.3414,SP
1013,479702.7773,1849307.058,325.5319,EOL
1014,479704.6101,1849307.118,325.7255,SP
1015,479702.8116,1849305.285,325.4128,SP
1016,479701.8818,1849303.719,325.2595,SP
1017,479699.6774,1849301.651,324.932,SP
1018,479697.864,1849299.111,324.6577,SP
1019,479695.2571,1849298.082,324.5283,SP
1020,479692.5791,1849296.706,324.3269,SP
1021,479689.8091,1849295.294,324.0574,SP
1022,479686.6981,1849293.429,323.9864,SP
1023,479684.1959,1849292.287,323.8741,SP
1024,479683.6389,1849293.444,323.7564,EOL
1025,479682.943,1849294.05,322.666,SP
1026,479681.2263,1849296.973,322.9012,SP
1027,479680.4486,1849300.058,323.4838,SP
1028,479680.174,1849302.914,323.7717,SP
1029,479678.4233,1849304.896,324.8415,SP
1030,479676.8574,1849307.601,324.9825,SP
1031,479654.8158,1849296.875,326.1675,SP
1032,479656.3365,1849294.451,325.7656,SP
1033,479657.3841,1849291.425,325.2293,SP
1034,479657.984,1849289.636,324.6909,SP
1035,479658.9444,1849287.024,324.4426,SP
1036,479659.4224,1849285.221,324.088,EOL
1037,479660.8904,1849282.728,324.011,SP
1038,479658.1506,1849282.327,324.0079,SP
1039,479654.371,1849280.332,323.4501,SP
1040,479651.9942,1849279.544,323.6603,SP
1041,479648.3897,1849278.387,324.3232,SP
1042,479643.1521,1849276.564,324.268,SP
1043,479640.4299,1849274.275,324.481,SP
1044,479637.8284,1849273.174,324.3911,SP
1045,479637.1249,1849274.316,324.3652,SP
1046,479636.252,1849276.603,324.7253,EOL
1047,479635.1469,1849278.184,325.0054,SP
1048,479634.0836,1849281.039,325.269,SP
1049,479632.9278,1849282.959,325.4145,SP
1050,479632.1858,1849285.19,325.8455,SP
1051,479631.1117,1849287.091,326.0498,SP
1052,479606.5619,1849267.735,326.5497,SP
1053,479609.1942,1849266.776,326.3964,SP
1054,479611.7582,1849264.292,326.1318,SP
1055,479614.7084,1849261.279,325.8001,SP
1056,479616.9161,1849259.108,325.4006,EOL
1057,479617.7764,1849257.821,325.2661,SP
1058,479618.8434,1849256.967,325.248,EOL
1059,479616.667,1849254.593,325.3157,SP
1060,479614.3085,1849252.409,325.1936,SP
1061,479612.2232,1849249.647,325.2229,SP
1062,479610.3086,1849247.006,325.2111,SP
1063,479608.0461,1849244.798,325.181,SP
1064,479605.8649,1849242.926,325.2682,SP
1065,479603.2441,1849240.852,325.237,SP
1066,479602.077,1849239.894,325.1717,SP
1067,479600.4406,1849240.276,325.2537,EOL
1068,479600.2925,1849240.349,325.2703,EOL
1069,479598.736,1849242.7,325.5101,SP
1070,479596.4742,1849244.934,325.6937,SP
1071,479594.3708,1849246.897,325.7379,SP
1072,479592.7517,1849248.895,325.845,SP
1073,479590.9061,1849251.124,325.9184,SP
1074,479589.7334,1849252.361,325.9025,SP
1075,479573.2744,1849241.599,325.6698,SP
1076,479574.5281,1849239.148,325.5998,SP
1077,479576.4373,1849236.736,325.6549,SP
1078,479577.4243,1849233.609,325.3632,SP
1079,479578.7405,1849230.921,325.2658,SP
1080,479579.5042,1849229.195,324.8922,SP
1081,479580.5654,1849226.967,324.6081,EOL
1082,479581.4276,1849224.872,324.4613,EOL
1083,479579.0098,1849224.078,324.4399,SP
1084,479576.3648,1849223.311,324.1746,SP
1085,479572.7635,1849222.091,324.2828,SP
1086,479570.6579,1849221.089,323.9927,SP
1087,479567.196,1849219.591,324.2441,SP
1088,479565.4067,1849218.636,323.9005,SP
1089,479561.9744,1849216.812,323.8856,SP
1090,479560.0072,1849215.57,323.6867,SP
1091,479558.2184,1849214.963,323.5544,SP
1092,479557.9662,1849216.539,323.6237,EOL
1093,479557.2508,1849217.564,324.3811,SP
1094,479556.3171,1849219.419,324.2259,SP
1095,479555.0641,1849221.378,324.1924,SP
1096,479554.6608,1849223.768,324.1208,SP
1097,479553.7622,1849225.266,324.171,SP
1098,479552.8811,1849226.776,324.1825,SP
1099,479551.884,1849228.501,323.8974,SP
1100,479550.8783,1849230.02,323.9882,SP
1101,479530.2587,1849209.879,324.1587,SP
1102,479532.6561,1849208.411,323.8833,SP
1103,479534.0386,1849205.515,323.5346,SP
1104,479534.8965,1849204.697,323.0516,EOL
1105,479535.6106,1849203.69,323.0716,SP
1106,479536.298,1849202.717,323.0095,EOL
1107,479537.7636,1849200.83,323.2019,SP
1108,479538.2174,1849199.81,322.6492,SP
1109,479536.7137,1849198.757,323.0741,SP
1110,479535.1784,1849197.522,323.1489,SP
1111,479532.8553,1849195.525,323.1724,SP
1112,479530.4831,1849193.852,323.2566,SP
1113,479528.1317,1849191.962,323.2614,SP
1114,479524.3939,1849189.743,323.2065,SP
1115,479522.1312,1849188.013,323.1699,SP
1116,479519.2245,1849186.362,323.1953,SP
1117,479517.2483,1849185.182,323.0758,EOL
1118,479517.2244,1849186.795,323.028,SP
1119,479516.0376,1849188.168,323.0215,EOL
1120,479514.849,1849190.567,323.4784,SP
1121,479513.4848,1849192.419,323.6017,SP
1122,479512.8336,1849193.553,323.6629,SP
1123,479512.2536,1849194.873,323.7819,SP
1124,479488.3334,1849184.599,323.5411,SP
1125,479490.0548,1849182.669,323.3787,SP
1126,479490.8096,1849180.994,323.2275,SP
1127,479492.5563,1849179.239,323.086,SP
1128,479493.1434,1849177.253,322.8405,SP
1129,479494.115,1849175.229,322.5725,EOL
1130,479495.4297,1849173.818,322.4022,SP
1131,479496.4692,1849171.95,322.3804,EOL
1132,479494.7375,1849170.835,322.3849,SP
1133,479491.7144,1849169.321,322.3163,SP
1134,479488.5204,1849167.623,322.0974,SP
1135,479485.0639,1849166.062,322.0639,SP
1136,479481.399,1849164.729,321.9637,SP
1137,479479.136,1849163.835,321.898,SP
1138,479475.3094,1849162.119,322.0918,SP
1139,479474.691,1849162.209,322.1423,SP
1140,479473.3872,1849163.984,322.2296,EOL
1141,479472.5265,1849166.374,322.4249,SP
1142,479471.1572,1849169.532,322.4418,SP
1143,479469.9478,1849171.741,322.6189,SP
1144,479469.3543,1849172.88,322.6382,SP
1145,479444.1367,1849166.148,322.3636,SP
1146,479445.6263,1849163.544,322.3005,SP
1147,479446.8289,1849160.49,322.2329,SP
1148,479447.5574,1849158.907,322.2506,SP
1149,479448.8525,1849156.658,321.7921,EOL
1150,479450.0359,1849153.96,321.8876,EOL
1151,479449.4842,1849153.239,321.7523,SP
1152,479446.8259,1849152.32,321.6396,SP
1153,479443.7833,1849151.091,321.7004,SP
1154,479440.5284,1849149.941,321.6461,SP
1155,479437.442,1849148.908,321.5928,SP
1156,479434.1892,1849146.073,321.124,SP
1157,479430.429,1849144.329,321.0785,SP
1158,479426.9915,1849142.881,321.8901,SP
1159,479427.4058,1849143.848,321.8801,EOL
1160,479426.0229,1849145.54,321.7733,EOL
1161,479425.1196,1849147.654,322.1249,SP
1162,479424.1111,1849149.757,322.319,SP
1163,479422.8143,1849152.222,322.4982,SP
1164,479422.1453,1849153.495,322.7304,SP
1165,479421.4166,1849156.493,322.7469,SP
1166,479420.546,1849157.866,322.9142,SP
1167,479399.1239,1849145.111,322.6721,SP
1168,479400.3937,1849143.07,322.8352,SP
1169,479401.4945,1849139.721,322.5799,SP
1170,479402.8813,1849137.654,322.5838,SP
1171,479403.3674,1849135.322,322.3303,SP
1172,479404.8172,1849133.024,322.1498,EOL
1173,479405.7418,1849131.113,322.2178,SP
1174,479403.7781,1849130.475,322.214,SP
1175,479401.9753,1849129.695,321.962,SP
1176,479398.8277,1849128.413,321.8994,SP
1177,479395.5523,1849127.137,321.9023,SP
1178,479393.4986,1849126.776,321.7653,SP
1179,479390.0018,1849125.688,321.7344,SP
1180,479387.749,1849124.897,321.664,SP
1181,479384.3606,1849124.063,321.7229,SP
1182,479382.3744,1849123.338,321.6701,SP
1183,479381.2817,1849124.638,321.6643,EOL
1184,479380.9758,1849127.269,321.8774,SP
1185,479380.0387,1849129.519,321.9839,SP
1186,479379.0546,1849132.688,322.0036,SP
1187,479378.617,1849136.29,322.0219,SP
1188,479361.4355,1849118.753,321.5827,EOL
1189,479360.9354,1849121.464,321.6385,SP
1190,479360.6503,1849124.01,321.5575,SP
1191,479359.4645,1849127.335,321.6587,SP
1192,479358.4685,1849130.658,321.5256,SP
1193,479357.3825,1849133.478,321.6985,SP
1194,479358.7723,1849118.034,321.5237,SP
1195,479355.4168,1849117.086,321.425,SP
1196,479352.2588,1849116.202,321.4532,SP
1197,479348.6925,1849115.461,321.1811,SP
1198,479345.3635,1849114.592,321.1516,SP
1199,479341.8983,1849113.709,321.1611,SP
1200,479339.8195,1849112.767,321.137,SP
1201,479341.497,1849110.474,321.1856,SP
1202,479342.5505,1849107.97,321.072,SP
1203,479342.7926,1849105.396,321.3182,SP
1204,479340.4011,1849104.804,321.1624,SP
1205,479338.5087,1849105.137,320.4382,SP
1206,479333.5302,1849103.473,319.1341,SP
1207,479334.0502,1849103.25,320.5821,SP
1208,480608.8478,1849540.529,371.2691,TEST GNSS005
1209,480078.6748,1849964.538,312.5058,SP
1210,480077.0061,1849968.4,312.5044,SP
1211,480073.8151,1849971.818,312.7802,SP
1212,480071.3449,1849973.512,312.7781,EOK
1213,480070.1946,1849975.109,311.9592,SP
1214,480069.6957,1849977.053,310.8898,SP
1215,480069.3718,1849977.736,310.7747,WL
1216,480068.705,1849979.379,310.5523,SP
1217,480068.0092,1849980.89,310.2641,SP
1218,480066.0657,1849984.527,310.2314,SP
1219,480065.0194,1849987.084,310.2732,SP
1220,480062.9661,1849989.217,310.4917,SP
1221,480061.3862,1849991.109,310.535,SP
1222,480060.3871,1849992.36,310.6692,SP
1223,480097.8923,1850069.63,310.3601,SP
1224,480099.1223,1850070.919,310.0721,SP
1225,480099.8405,1850072.07,309.5459,SP
1226,480095.7192,1850065.142,310.5462,SP
1227,480094.542,1850064.034,310.8854,SP
1228,480090.2577,1850062.57,312.3776,EOK
1229,480086.4021,1850059.882,312.5251,SP
1230,480083.4637,1850058.012,312.3351,SP
1231,479974.1739,1850135.784,312.2156,SP
1232,479971.1355,1850134.785,312.5482,SP
1233,479967.591,1850133.059,312.5561,SP
1234,479963.8028,1850131.612,312.6254,SP
1235,479979.2363,1850138.488,311.5452,EOK
1236,479980.71,1850139.245,310.7934,SP
1237,479981.4742,1850139.868,310.3605,WL
1238,479983.7212,1850141.088,309.656,SP
1239,479986.6405,1850142.395,309.3845,SP
1240,479990.2898,1850144.252,309.6349,SP
1241,479994.6893,1850143.632,310.0686,SP
1242,479999.5209,1850143.375,310.6763,SP
1243,480004.0577,1850143.873,311.5465,SP
1244,480008.5662,1850145.567,311.5703,SP
1245,480013.7603,1850146.565,311.7838,SP
1246,480017.5879,1850146.351,312.2616,SP
1247,480004.3035,1850143.965,311.5764,EOK
1248,479958.2693,1850248.132,311.5202,EOK
1249,479954.7865,1850247.85,311.9374,SP
1250,479950.0179,1850245.705,311.8378,SP
1251,479944.9545,1850243.241,311.2677,SP
1252,479962.6164,1850249.958,310.3601,SP
1253,479965.4643,1850253.687,310.1553,SP
1254,479969.4966,1850259.638,310.0046,SP
1255,479973.5226,1850264.539,309.7955,SP
1256,479977.0935,1850270,309.9619,SP
1257,479980.4684,1850275.44,309.962,SP
1258,479982.5189,1850278.121,310.1732,SP
1259,479985.7594,1850280.658,311.5028,EOK
1260,479990.4174,1850283.107,311.7668,SP
1261,479995.235,1850287.335,312.1724,SP
1262,479993.9883,1850311.488,312.198,SP
1263,479989.8702,1850309.267,312.0103,SP
